char1,char2,char3,freq
k,g,l,103228
n,c,f,103148
y,p,y,102994
z,r,i,102966
a,a,y,102963
a,j,s,102943
j,s,h,102943
i,k,m,102870
u,h,u,102704
m,r,d,102703
n,w,s,102614
n,t,v,102486
t,s,z,102419
m,g,b,102409
v,t,e,102354
s,k,n,102332
q,t,i,102234
b,c,i,102169
o,f,g,102142
l,b,p,102130
w,p,l,102109
f,s,w,102045
g,f,a,102012
o,o,q,101952
x,h,l,101840
x,x,y,101630
n,b,t,101538
t,n,p,101390
e,d,x,101324
l,f,m,101283
b,n,l,101212
x,i,q,101177
a,o,y,101119
j,p,r,101095
k,p,h,101069
t,o,q,100973
y,u,v,100889
i,o,k,100852
p,b,t,100818
m,g,e,100767
i,h,d,100630
j,o,j,100613
s,v,g,100524
e,v,n,100497
r,m,v,100453
y,i,v,100428
o,t,v,100404
r,k,v,100394
w,k,n,100329
a,m,q,100308
i,y,i,100215
x,x,m,100133
u,f,s,100118
a,u,y,100095
x,x,l,100009
 ,t,h,82191954206
h,e, ,58739545490
 ,o,f,32360430348
o,f, ,31074083103
 ,a,n,29085241508
n,d, ,28144529726
 ,t,o,22226470501
t,o, ,20810977200
 ,i,n,27799770674
i,n, ,20517043744
 ,i,s,9031299344
i,s, ,17200177590
a,t, ,14121563078
 ,f,o,11149689634
o,r, ,13226810542
 ,i,t,7555018907
i,t, ,7230110535
 ,a,s,7620135116
a,s, ,13791305283
 ,w,a,8852313882
 ,w,i,9260197748
t,h, ,8729279970
 ,b,e,13192202949
b,e, ,5062089621
 ,b,y,4748221678
b,y, ,4881787168
 ,o,n,8364400586
o,n, ,23071398583
 ,n,o,9025663599
o,t, ,5247782339
 ,h,e,9112438473
 ,a,r,6424875618
r,e, ,16291780775
 ,o,r,5312508408
 ,h,i,6832412743
 ,f,r,5621876735
o,m, ,4383864400
 ,a,t,4632096352
 ,w,h,10430616004
c,h, ,7452285239
 ,b,u,4360852264
u,t, ,6116451146
 ,h,a,9900759288
v,e, ,7786356890
a,n, ,10406064820
a,d, ,4119619351
e,y, ,3428338442
 ,y,o,3844649484
o,u, ,2416977627
 ,w,e,6571607236
i,r, ,2870803647
n,e, ,5680400975
 ,a,l,6003034247
l,l, ,7472584181
w,e, ,2095288340
 ,c,a,7339016324
e,r, ,21335726334
e,n, ,10489657878
 ,i,f,1570715890
i,f, ,1580979209
 ,m,o,6253154612
 ,w,o,4863781188
l,d, ,5618711084
h,o, ,1531527827
 ,s,o,6576226290
s,o, ,2534235191
n,o, ,1529390477
 ,s,h,5200314231
 ,o,t,1786504716
t,s, ,8977081505
 ,m,a,9641091920
a,y, ,4210205907
s,e, ,8369347696
e,m, ,2228033388
m,e, ,6598626284
i,m, ,1489018233
 ,t,i,2147768486
l,y, ,11243013059
 ,d,o,3742193239
d,o, ,1221047798
 ,s,u,5807926161
 ,m,y,1319032489
m,y, ,1491766670
 ,n,e,4170065476
e,w, ,2177668044
 ,a,b,2385772257
 ,o,u,2564517637
 ,t,w,1349908811
w,o, ,1039491220
n,y, ,2410957097
 ,u,p,1750039244
u,p, ,1352072736
 ,f,i,4499526605
s,t, ,8449760792
 ,c,o,17720707392
u,r, ,2617870709
 ,s,e,7674775084
e,e, ,2248657404
 ,m,e,5325149689
 ,a,f,1519444047
 ,s,a,3995420031
i,d, ,2609482005
 ,v,e,1640092150
r,y, ,6358088922
d,e, ,3333011907
 ,o,v,1072003806
 ,l,i,5085286521
k,e, ,2268979601
 ,d,i,6424023212
o,w, ,3197526337
 ,e,v,2392475327
 ,m,u,2136649758
 ,p,e,4376595932
l,e, ,8595707335
g,h, ,2011194298
 ,h,o,3863829003
r,k, ,1385838255
n,g, ,20874734196
f,e, ,849329590
 ,e,a,1883649717
 ,u,n,4070503465
 ,y,e,1511074911
r,s, ,6526491978
 ,g,r,3387063486
 ,s,t,7859239625
t,e, ,5708748453
 ,b,o,2982830352
 ,u,s,2326777176
 ,o,w,717442550
w,n, ,1894747261
e,d, ,28748620492
u,s, ,3707874896
 ,p,a,5652090837
r,t, ,2665233644
 ,g,o,2913476948
o,d, ,2057752839
 ,l,o,3819328277
 ,d,a,2267991812
 ,j,u,1381389518
 ,g,e,2230187113
a,l, ,12898601661
 ,d,u,1196361209
 ,s,y,1056294122
e,s, ,19063951871
 ,d,e,8183007142
 ,n,u,894421176
 ,a,g,1773675373
 ,m,i,3243364651
h,t, ,2701600742
 ,b,a,2920173812
c,k, ,1785292726
 ,r,i,1674573752
 ,k,n,1231649714
 ,p,l,2398706788
c,e, ,8502746029
n,t, ,10945239736
o,o, ,429787418
 ,o,l,538119802
 ,t,a,2358252071
a,r, ,3461098697
 ,p,o,4799579109
 ,s,i,3712923585
 ,g,i,1189741300
r,m, ,1044482059
 ,s,m,750903135
 ,p,u,1932934252
i,c, ,3712421267
 ,l,a,4289223460
g,e, ,3807680137
a,w, ,653142932
 ,l,e,4043542193
s,s, ,4212670810
 ,c,h,4942607276
 ,a,m,1775304516
g,o, ,560590436
 ,f,e,2145874401
 ,i,m,2096179943
 ,e,n,3379510331
e,t, ,3120593509
 ,p,r,10477241957
 ,e,x,4765671650
l,f, ,1274297341
f,t, ,635835818
 ,f,a,3740840884
c,t, ,2928702406
f,f, ,540635453
y,s, ,1208921764
 ,s,c,1939213511
o,l, ,1028650635
n,k, ,728923938
 ,h,u,1090915313
 ,r,a,2338918757
t,y, ,5739498342
i,l, ,1284865844
 ,n,a,2023968235
n,s, ,6955266798
g,s, ,1361099386
 ,c,e,1787953760
t,a, ,550318007
 ,a,c,3366641162
 ,v,a,1613137092
u,e, ,1565275371
d,y, ,1224600262
 ,e,t,473953203
 ,c,i,1069842264
o,k, ,817295786
 ,a,w,442975682
a,m, ,1104547631
 ,j,o,1115075857
h,n, ,254166361
 ,e,i,445202640
h,y, ,677328868
d,s, ,3287176474
 ,e,f,796366904
 ,q,u,1598696806
x,t, ,396369870
e,l, ,1671428933
 ,e,c,513298050
 ,v,i,1858771673
 ,i,i,317207507
i,i, ,455106416
 ,f,u,1505084482
 ,r,e,13676064272
e,a, ,633940531
 ,t,r,3908650599
 ,e,d,849587935
 ,k,i,956081443
 ,t,y,459405573
p,e, ,839647628
l,t, ,946494121
l,p, ,217356509
s,h, ,1391763979
 ,c,l,2303821857
p,s, ,1074957985
c,y, ,932251746
 ,a,i,482699523
r,d, ,2370438425
 ,o,p,1374677378
 ,t,e,3205516541
m,s, ,1886128925
l,a, ,439672402
 ,b,l,1035693565
 ,r,o,2039254483
 ,n,i,606826479
 ,s,p,2795524191
 ,e,y,284712862
 ,e,s,1051204378
 ,b,r,2321215978
g,n, ,447943087
 ,g,a,1160311003
i,g, ,317307563
 ,a,v,516056080
 ,k,e,635247656
e,p, ,476439106
 ,i,d,678999306
i,x, ,307208029
g,y, ,640067744
r,n, ,1290263046
c,a, ,352737555
 ,c,u,1278128873
k,s, ,1231483115
 ,w,r,800161510
 ,t,u,732031871
z,e, ,446753466
 ,r,u,970905512
 ,p,h,1060473332
 ,a,p,2084578154
h,s, ,360464717
 ,o,b,1143990667
p,t, ,692860691
 ,a,u,1004108853
i,p, ,678009302
 ,a,d,2142735786
w,s, ,874991842
l,s, ,2462631465
 ,v,o,827793681
u,n, ,386339019
o,p, ,522726648
a,x, ,190448727
e,f, ,323767160
 ,e,u,281835532
i,e, ,496281666
 ,e,q,516191562
i,a, ,1225525442
 ,j,a,640482829
o,b, ,161921254
 ,b,i,1099641443
 ,e,l,1233732784
 ,o,i,116017226
 ,c,r,1873080749
s,k, ,336172437
b,t, ,132680400
e,x, ,322501879
 ,f,l,1096925901
e,k, ,238915712
l,k, ,267937559
c,o, ,254733046
a,k, ,277248536
n,a, ,580430046
y,e, ,145584818
s,y, ,254277733
 ,p,i,908065459
 ,o,c,669501193
u,l, ,911809926
 ,j,e,469926275
o,y, ,258729759
r,l, ,152986445
c,s, ,619971047
o,x, ,152361417
 ,i,r,383537367
v,y, ,133529725
d,d, ,104966571
 ,e,m,1097951222
 ,i,v,93640437
i,v, ,122260357
 ,d,r,1307706120
 ,o,h,96850139
o,h, ,75785155
 ,g,l,523305878
 ,s,q,149649891
l,m, ,155924434
 ,s,k,342493709
p,y, ,239343043
 ,i,b,92669701
 ,e,r,324230831
u,m, ,879366057
 ,i,l,363028566
 ,u,r,199604930
d,a, ,264010682
i,o, ,285946276
 ,s,l,686637092
t,i, ,133432308
u,g, ,95039720
 ,o,x,139430351
 ,g,u,608287374
m,p, ,181078823
d,u, ,68481475
 ,m,m,55181203
m,m, ,56172607
 ,p,s,241868307
p,h, ,198484239
m,n, ,98296604
v,i, ,70185101
u,y, ,67075257
 ,i,c,92018229
 ,c,m,49529942
c,m, ,47261013
 ,c,y,167389237
 ,m,r,64834484
m,r, ,44454381
o,g, ,116633280
s,m, ,630969542
a,p, ,241947078
u,b, ,105289667
f,y, ,182428450
e,b, ,55871677
 ,y,i,81521116
o,s, ,273864018
 ,z,o,80235070
r,p, ,58787693
 ,z,e,105044562
r,o, ,269843140
d,i, ,78466619
 ,a,h,69936437
k,y, ,132832358
b,s, ,193235745
e,c, ,91984784
 ,s,w,410049091
r,a, ,463224289
 ,l,y,121360771
 ,s,n,134284730
 ,e,g,133007943
 ,a,x,69928920
 ,u,l,112407162
 ,m,l,32706905
m,l, ,41146580
 ,h,y,279987202
 ,c,f,34579806
c,f, ,31220595
a,u, ,108936447
 ,m,g,31986881
m,g, ,29683609
 ,d,y,137503800
s,i, ,70528506
w,d, ,33978007
m,a, ,342436138
n,n, ,137122098
 ,d,n,31250086
f,s, ,120281176
t,t, ,179961210
l,n, ,43160665
e,g, ,64452450
a,b, ,94765383
s,a, ,147359803
 ,u,t,181967532
 ,m,s,35318758
u,d, ,146527719
a,f, ,47514401
r,c, ,40262711
 ,i,o,83433285
 ,l,l,39688985
 ,y,a,114017843
 ,t,v,22396425
t,v, ,23340478
a,h, ,164228726
 ,i,x,19538338
d,r, ,27427719
a,g, ,100083221
 ,d,c,22562910
d,c, ,26610917
e,o, ,72835007
u,i, ,39252998
o,e, ,90647035
 ,f,t,24220873
o,c, ,71867866
 ,i,g,100644932
 ,k,o,98333934
g,g, ,31489372
 ,j,i,50130522
h,a, ,98720353
 ,o,d,66384504
 ,k,m,18703225
k,m, ,17117313
 ,u,k,25490391
u,k, ,23064250
 ,f,f,18770024
 ,l,u,325523279
 ,r,s,20970736
p,i, ,43836499
e,q, ,26014022
m,i, ,62101069
n,u, ,28425648
 ,c,d,25373072
c,d, ,26691126
 ,x,i,65878777
x,i, ,30193821
c,i, ,49732855
l,o, ,132545983
 ,c,t,21883004
l,i, ,118468787
h,i, ,81968854
p,a, ,60932721
 ,k,g,17048577
k,g, ,15538064
r,x, ,15804707
r,b, ,60496939
r,i, ,116352222
 ,a,e,61971676
 ,o,k,37283988
 ,p,p,23938644
p,p, ,44216934
h,m, ,36247712
a,c, ,94227308
 ,l,n,23912206
s,p, ,51380031
 ,k,a,200395463
 ,r,h,105057621
w,l, ,35400832
 ,o,a,57464857
 ,g,h,42149385
b,a, ,54975493
 ,n,y,26625189
i,z, ,29080090
u,x, ,62623513
y,o, ,29334516
 ,o,m,66066571
 ,l,t,26232251
w,a, ,37581205
 ,e,p,161847304
m,b, ,90086991
 ,d,w,51888813
 ,z,i,41899795
n,c, ,35639436
a,q, ,13525182
 ,k,h,30517272
 ,s,s,19817584
e,u, ,35684578
y,d, ,19527342
 ,z,u,33605620
z,u, ,13108899
z,y, ,30144022
 ,v,u,33500602
v,a, ,89786746
t,d, ,15300073
e,i, ,47658453
z,i, ,16870948
 ,x,v,34775797
x,v, ,14891120
 ,p,c,21301623
p,c, ,16223643
j,e, ,11234112
 ,n,m,13891747
n,m, ,10229519
 ,o,s,86441517
s,r, ,20252838
s,c, ,30424753
 ,i,p,22119259
 ,r,n,13136523
 ,u,g,18481682
r,u, ,25401364
 ,h,r,13171866
h,r, ,25466875
 ,p,t,20990662
b,n, ,16108165
k,a, ,54320189
m,o, ,50394528
 ,c,c,17784935
c,c, ,22698833
i,b, ,30180934
 ,m,t,13183724
m,t, ,15375571
n,i, ,78944328
 ,s,r,18195788
c,r, ,17993533
g,m, ,22960366
p,o, ,29158844
s,u, ,17787883
a,i, ,71266798
 ,b,c,12360566
b,c, ,22079999
f,r, ,11318667
 ,m,d,10217153
m,d, ,11203613
b,o, ,29460210
 ,n,j,7614450
n,j, ,8511585
 ,u,m,25021148
 ,a,a,21461108
a,a, ,17733960
u,f, ,11609293
p,r, ,15738263
a,o, ,43331520
t,z, ,58923324
x,p, ,9058120
p,l, ,19135792
 ,g,d,11144077
d,p, ,17143965
 ,p,m,11110307
p,m, ,16785884
 ,x,x,54846916
x,x, ,12057808
 ,m,c,108321849
s,q, ,9798865
r,g, ,119728248
z,z, ,9639941
u,o, ,16125351
t,r, ,21121906
 ,a,q,28461835
 ,g,m,10442890
b,r, ,9346582
b,i, ,32363007
e,v, ,37325790
 ,i,e,15839615
f,l, ,11530880
a,e, ,66450757
t,c, ,18817003
b,m, ,10036480
y,a, ,49254422
c,u, ,9437762
a,v, ,20869451
u,a, ,37428432
 ,l,b,13346655
l,b, ,16851505
 ,y,u,29077384
j,o, ,14150980
 ,i,a,18485534
y,n, ,30962851
 ,c,p,20327375
c,p, ,18869101
 ,l,f,6018687
 ,d,b,9025644
d,b, ,7285644
f,a, ,22716767
f,i, ,11383002
g,a, ,48520023
 ,n,t,10413631
 ,r,y,16173913
 ,p,n,15719853
c,l, ,16586845
y,l, ,33304562
 ,p,y,37742910
v,o, ,24080603
 ,v,s,6549033
v,s, ,9833800
 ,c,z,17576991
t,u, ,22010805
 ,r,t,8096659
 ,t,c,12203901
 ,j,r,5549278
j,r, ,5643472
d,t, ,29872268
f,o, ,11042900
m,c, ,9890900
q,l, ,6451041
 ,n,s,10941143
 ,w,m,6078211
w,m, ,5862239
j,a, ,15732485
 ,f,b,6591558
 ,r,d,7114661
 ,k,l,23962276
g,i, ,17695792
 ,n,g,13783981
n,z, ,14572339
b,b, ,16671205
 ,m,n,8598425
 ,n,d,7236446
w,k, ,8420178
z,a, ,43283694
b,u, ,9517670
u,z, ,7887082
 ,h,t,10586362
 ,a,y,17345361
 ,c,s,14392889
 ,a,k,17813407
 ,a,o,14436057
x,e, ,9795854
 ,d,l,8500304
d,l, ,9830444
 ,s,d,9774558
s,d, ,10543890
 ,o,z,9937696
o,z, ,8417982
 ,r,f,6897159
r,f, ,26225553
 ,o,e,18480551
 ,b,p,6733757
b,p, ,5801197
x,y, ,20999273
y,r, ,10954448
 ,h,z,4310709
h,z, ,10587931
t,p, ,14034385
w,i, ,6966111
l,u, ,15440389
o,i, ,22899882
 ,x,m,5298517
 ,t,t,7230942
 ,w,u,10867130
w,u, ,4350309
 ,b,v,4620660
b,v, ,5285402
 ,d,m,7942842
d,m, ,6847045
d,n, ,9838155
 ,t,l,11306774
t,l, ,12993017
 ,o,o,14976862
g,r, ,10163929
m,f, ,7160649
 ,e,h,7727014
e,h, ,15991114
 ,m,p,13243927
i,u, ,10580069
 ,k,r,36697497
 ,w,y,15572012
 ,i,u,6602440
 ,n,p,8786924
n,p, ,9961223
 ,t,s,22151572
 ,t,b,10309143
 ,n,r,6877880
n,r, ,6648712
 ,n,c,8535925
o,v, ,30280938
 ,l,c,6388289
l,c, ,13080765
y,u, ,6005453
 ,g,n,15149258
 ,u,v,5248522
u,v, ,4674284
 ,b,d,4649423
b,d, ,7065876
r,r, ,33260085
o,a, ,24729617
f,u, ,5576719
z,o, ,13274463
b,l, ,8951885
h,d, ,8828525
q,i, ,5203003
 ,i,q,4840057
i,q, ,4579113
 ,t,n,10884760
k,i, ,31193883
 ,l,s,9166363
n,f, ,9147457
 ,h,g,3614292
h,g, ,4680388
 ,m,b,7664859
 ,d,s,9088642
t,n, ,4921619
 ,b,b,6650106
 ,k,u,43399549
k,u, ,7401302
e,z, ,52035546
 ,f,m,5168988
f,m, ,4151893
r,h, ,7429420
 ,p,d,9059191
p,d, ,8292601
 ,t,m,5663510
t,m, ,9817944
 ,h,p,5961270
h,p, ,5237761
 ,r,m,5665696
 ,i,h,12300416
 ,e,z,7021267
 ,u,h,4146633
u,h, ,8001663
q,s, ,4191926
 ,d,t,6102149
 ,p,b,6026580
p,b, ,4575405
 ,r,c,7019628
 ,f,c,8304641
f,c, ,7162621
 ,e,e,19162008
 ,w,t,6455701
 ,c,n,9421467
 ,d,h,10222140
 ,y,r,4343546
 ,o,g,10537984
p,u, ,7275250
 ,t,x,3155791
t,x, ,3115769
h,u, ,15719925
 ,f,d,9193424
c,n, ,4253387
 ,r,l,3555655
 ,p,g,4128239
p,g, ,4522838
 ,m,h,6295141
g,l, ,5979890
m,u, ,6277558
 ,o,j,4175902
o,j, ,3499492
 ,v,l,7374909
p,f, ,8439548
n,x, ,11848025
 ,b,t,4568837
w,y, ,8782373
 ,z,h,10682193
 ,r,g,3543654
s,w, ,4960188
 ,m,v,3678047
m,v, ,3777729
 ,c,b,9955106
c,b, ,4694045
i,k, ,21416538
 ,j,l,2689697
j,l, ,2822293
 ,d,p,5232301
a,z, ,11604442
 ,u,b,7422486
 ,b,s,5503349
y,i, ,3866876
 ,l,h,4693967
l,h, ,3114088
w,t, ,4537777
 ,n,w,2932397
n,w, ,2703265
 ,l,p,4471006
 ,r,r,3723630
 ,k,y,9216407
 ,m,w,2999418
m,w, ,3317624
 ,d,f,4631589
d,f, ,6588493
 ,o,y,6654801
 ,p,f,6390484
 ,x,l,9143370
x,l, ,2605723
 ,s,f,4567639
s,f, ,7329703
s,l, ,7102228
k,o, ,7544861
 ,r,j,2709000
r,j, ,2476748
 ,j,m,2781428
j,m, ,2695371
 ,a,j,5879585
a,j, ,8553307
s,n, ,6904857
 ,k,b,3550212
k,b, ,2432968
 ,l,m,3506323
 ,s,b,4476233
s,b, ,5858846
 ,v,p,3835281
v,p, ,3970409
j,i, ,13429992
 ,g,c,3788581
g,c, ,3718793
k,h, ,9658685
t,b, ,3025489
 ,v,t,2919653
v,t, ,5381425
 ,r,p,8676436
 ,w,w,4464739
w,w, ,3914360
 ,c,v,4364535
c,v, ,3264121
 ,l,d,7397176
 ,j,j,2254647
j,j, ,2688143
 ,f,n,2479222
f,n, ,3330462
 ,w,c,3311271
w,c, ,2518384
w,h, ,3660966
 ,m,j,2231781
m,j, ,2923325
 ,j,s,3084967
j,s, ,2363900
 ,z,a,25351579
 ,t,j,2412807
t,j, ,2210792
 ,g,y,23226788
 ,n,n,3717003
 ,d,d,5925203
i,h, ,6919515
 ,e,b,15149954
 ,r,v,2307198
r,v, ,7975038
 ,j,c,3098846
j,c, ,2252866
d,v, ,3659556
 ,k,w,6615058
k,w, ,2273889
 ,r,b,3751984
 ,t,p,4007007
 ,a,z,16530510
 ,n,f,3877360
y,m, ,9293126
 ,d,j,2984054
d,j, ,3788996
 ,e,o,11322636
 ,j,n,3028541
j,n, ,2582318
 ,b,k,2130785
b,k, ,1978641
 ,w,l,2999363
 ,n,b,5018674
 ,s,v,7686365
 ,f,s,5109914
 ,l,v,3835535
l,v, ,4792668
 ,n,l,4520130
n,l, ,3223006
 ,i,k,5182217
 ,j,p,3398589
j,p, ,2546685
 ,v,c,4049565
v,c, ,4167604
 ,g,p,7035249
g,p, ,2589350
 ,t,d,3292332
 ,z,n,2583491
z,n, ,1981947
 ,e,j,10924168
 ,p,j,1838634
p,j, ,2044757
 ,g,s,4337017
 ,k,s,2872608
 ,s,j,2299350
s,j, ,1827072
 ,c,j,1958748
c,j, ,2830085
g,u, ,4574268
 ,n,h,4463560
n,h, ,6520568
 ,u,i,3110948
p,n, ,4181987
 ,t,f,3085477
t,f, ,3757983
 ,h,s,11464935
 ,l,j,2064198
l,j, ,1917914
u,c, ,8423887
 ,z,w,4743402
 ,v,m,2289682
v,m, ,2565724
 ,j,t,2527435
j,t, ,1808872
 ,w,s,2688630
 ,m,k,1843588
m,k, ,1804234
 ,h,b,3647744
h,b, ,2273289
 ,p,v,4901191
p,v, ,2981355
 ,h,c,6271511
h,c, ,4775067
 ,x,p,2214219
 ,h,m,7937823
 ,h,f,2060797
h,f, ,3450477
 ,x,a,3025424
 ,j,d,2174319
j,d, ,1768814
 ,c,w,3432762
c,w, ,1630864
 ,l,r,3011622
l,r, ,4812630
 ,e,w,7408543
 ,h,l,3763884
h,l, ,10731373
 ,t,z,2368435
 ,b,n,3352137
x,a, ,3209348
 ,b,m,5092649
 ,f,y,2430848
 ,q,i,4465894
c,g, ,4591119
 ,u,d,5484504
 ,g,b,1936804
g,b, ,3881216
 ,d,v,4319913
v,d, ,5829782
 ,j,f,2293417
j,f, ,1530210
z,t, ,2654268
j,u, ,1928915
 ,b,j,3053941
b,j, ,3474625
 ,k,v,1996097
k,v, ,1516931
k,r, ,2326874
 ,v,n,2630679
v,n, ,2081345
 ,h,d,3399065
 ,j,h,2932074
j,h, ,1496158
 ,r,w,3020876
 ,j,b,1649860
j,b, ,1953566
k,l, ,2188811
 ,t,g,2242033
t,g, ,1886730
g,d, ,1702144
m,h, ,1709639
 ,v,v,1428635
v,v, ,1428635
n,b, ,1978680
 ,d,g,1551641
d,g, ,3652671
 ,w,b,1945697
w,b, ,1537923
 ,k,c,3116690
 ,i,j,1766367
i,j, ,2236254
 ,m,f,3309261
 ,p,k,3128071
p,k, ,1812055
 ,u,c,5875633
 ,c,g,3583734
 ,k,j,1942327
k,j, ,1348814
d,h, ,4849340
 ,k,t,1582388
k,t, ,2611150
 ,x,e,7283680
 ,s,g,2951550
s,g, ,2336042
v,l, ,1462767
 ,v,r,3631882
v,r, ,1708106
 ,w,d,1617747
r,w, ,1497621
q,n, ,1587150
 ,v,b,2061923
v,b, ,1692668
v,u, ,1512344
e,j, ,2412619
r,z, ,3761911
k,c, ,1554663
 ,g,t,2591306
g,t, ,6302673
 ,d,x,1194953
d,x, ,1296277
d,w, ,1931027
 ,j,w,1165914
j,w, ,1165914
 ,k,d,2372377
k,d, ,1159460
 ,u,e,2937608
f,d, ,2399827
 ,u,a,3174087
s,v, ,3017073
 ,n,k,2692863
w,r, ,2033650
 ,u,f,3072746
 ,x,t,1371647
 ,f,p,2514749
f,p, ,3559751
 ,g,w,4801917
 ,h,q,1102839
h,q, ,1423836
 ,c,k,1101218
q,q, ,1603784
 ,x,y,4109912
 ,h,j,1282370
h,j, ,1087127
q,u, ,1284098
 ,f,j,2065436
f,j, ,1076857
 ,l,g,1471825
l,g, ,2318037
y,x, ,2662545
 ,l,x,8225350
l,x, ,1448259
 ,b,f,1226885
b,f, ,1759416
 ,w,p,1961563
w,p, ,1513956
 ,h,h,1369711
h,h, ,1629606
 ,x,u,1811603
x,u, ,1055751
 ,q,r,1542968
 ,l,k,1045465
 ,j,g,1034900
j,g, ,1034900
k,n, ,1033714
 ,d,k,1029760
d,k, ,1347088
 ,t,k,1518294
t,k, ,1180595
 ,q,a,3946147
n,v, ,3976972
 ,y,v,2572276
 ,m,x,994334
m,x, ,994334
b,h, ,2312502
 ,b,h,14777709
 ,y,t,1353977
y,t, ,3255354
 ,p,w,1783827
p,w, ,926291
 ,g,g,920475
 ,w,j,914179
w,j, ,914179
t,w, ,907188
l,z, ,2257594
 ,r,k,1220241
x,m, ,980870
 ,e,k,2948771
 ,b,g,1275848
b,g, ,1042374
g,w, ,852271
y,z, ,1241852
 ,j,v,992870
j,v, ,1425472
 ,y,d,1229259
 ,g,j,842635
g,j, ,842635
 ,h,k,1103874
h,k, ,1326033
 ,y,s,840057
 ,w,k,1034614
 ,g,f,1609214
g,f, ,3582900
 ,q,t,1385505
q,t, ,814457
 ,f,x,812116
f,x, ,812116
 ,y,m,1335185
 ,v,d,1620222
 ,n,v,1182377
 ,k,p,2196999
 ,u,z,1939475
v,g, ,1410237
 ,b,w,938415
b,w, ,781610
 ,h,v,1193129
h,v, ,894043
f,b, ,1206275
 ,p,q,775424
p,q, ,961388
 ,q,o,1324363
 ,p,x,766841
p,x, ,1473468
 ,r,x,761248
k,p, ,753333
q,a, ,753171
 ,f,g,1070208
f,g, ,1103141
 ,q,c,1127399
q,c, ,732223
 ,v,j,724370
v,j, ,724370
 ,i,z,3537263
 ,j,k,718119
j,k, ,1047793
 ,h,n,955441
 ,y,h,849465
 ,x,n,714320
x,n, ,714320
z,l, ,1182452
 ,v,f,882216
v,f, ,1378070
 ,x,o,977967
x,o, ,1471159
 ,c,q,681762
c,q, ,1133957
 ,v,y,2178522
 ,f,h,2396475
f,h, ,679014
 ,v,h,2476899
v,h, ,670531
 ,w,f,825009
w,f, ,1275617
 ,c,x,876736
c,x, ,653498
 ,n,z,642025
y,g, ,980098
 ,q,f,751195
q,f, ,832638
f,k, ,1000740
 ,w,n,1125500
 ,w,g,624288
w,g, ,751122
 ,f,w,1012619
f,w, ,621181
 ,g,k,609890
g,k, ,609890
 ,v,w,742188
v,w, ,604526
 ,y,p,1043926
 ,h,w,2206974
h,w, ,597645
 ,z,r,595478
z,r, ,595478
y,p, ,1529622
 ,z,y,2021329
 ,t,q,1052493
q,m, ,989868
 ,q,l,840170
 ,x,s,1061175
x,s, ,569621
 ,k,k,854314
k,k, ,923752
 ,l,w,707426
l,w, ,557215
n,q, ,885077
 ,x,c,1387322
x,c, ,762186
 ,d,z,542632
d,z, ,912131
 ,f,v,635886
f,v, ,529387
 ,v,g,1153832
 ,u,j,949271
u,j, ,800958
y,k, ,1289295
y,c, ,1610659
 ,x,j,511074
x,j, ,511074
 ,s,x,503772
s,x, ,503772
 ,v,z,501189
v,z, ,501189
 ,q,s,614268
q,r, ,689601
 ,y,l,486305
 ,b,x,481180
b,x, ,778622
 ,u,o,980723
 ,i,y,1046131
i,y, ,782715
 ,k,f,575154
k,f, ,587190
t,q, ,464615
 ,q,v,454962
q,v, ,454962
 ,v,x,449854
v,x, ,449854
 ,y,n,434072
 ,u,w,631767
u,w, ,1244593
 ,x,h,1047597
 ,d,q,412178
d,q, ,412178
 ,q,d,519921
q,d, ,410791
c,z, ,1375869
 ,q,e,572443
q,e, ,407931
 ,q,m,401990
 ,i,w,2071395
 ,q,b,393057
q,b, ,393057
 ,b,z,678093
z,w, ,392936
 ,s,z,2299945
s,z, ,1759392
 ,w,v,389123
w,v, ,389123
i,w, ,388587
z,h, ,566552
 ,m,z,385785
m,z, ,626631
 ,n,x,375328
 ,f,k,372831
 ,y,f,368571
y,f, ,368571
 ,y,c,357867
 ,y,w,355947
 ,r,q,350884
r,q, ,639257
 ,u,u,485980
u,u, ,497053
x,h, ,591772
 ,x,g,344461
x,g, ,344461
 ,z,v,607010
 ,v,k,337545
v,k, ,337545
 ,z,s,332525
z,s, ,658437
 ,u,x,800468
 ,q,n,325391
 ,m,q,324438
m,q, ,324438
 ,y,y,320837
y,y, ,428591
 ,x,r,785460
 ,j,y,441927
j,y, ,513866
x,r, ,295354
 ,g,v,629166
g,v, ,293363
 ,k,x,286103
k,x, ,407157
b,z, ,285157
 ,x,k,281255
x,k, ,281255
 ,y,b,391658
y,b, ,278869
 ,l,z,273446
 ,q,p,272180
q,p, ,272180
 ,z,l,515733
 ,h,x,263997
h,x, ,263997
 ,z,t,507191
 ,z,b,495148
 ,p,z,385807
p,z, ,247799
 ,q,q,238901
 ,y,j,238504
y,j, ,238504
 ,q,j,236928
q,j, ,236928
 ,x,b,236706
x,b, ,236706
o,q, ,815212
 ,b,q,229849
b,q, ,229849
 ,x,f,222248
x,f, ,222248
 ,z,z,222214
 ,l,q,221015
l,q, ,221015
 ,y,g,216533
 ,v,q,212856
v,q, ,212856
 ,o,q,208876
 ,n,q,207872
 ,u,y,199016
q,o, ,194398
 ,r,z,193671
 ,k,q,187242
k,q, ,187242
z,v, ,186656
 ,y,z,185888
z,d, ,350973
 ,x,q,179783
x,q, ,179783
 ,z,m,176790
z,m, ,176790
